speaker,content
男,その通りだ。君達は表向き存在しない事になっている。元来存在してはならない戦前の遺物を運び出すには、持って来いと言う訳だ。
荒巻,成る程。総理はその件についてはどう？
総理,的確な判断だと、思います。
荒巻,分かりました。
荒巻,総理、一つよろしいですかな？
総理,何でしょう？
荒巻,貴方は新宿原発の存在について何処迄ご存知でしたか？
総理,プルトニウムが見つかったとの知らせを受けて初めて・・・
荒巻,そうでしたか。失礼します。
荒巻,作戦の内容は事前に説明した通りだ。例の原発から掘り出されたプルトニウムを難民居住区から陸路を使って運び出す。
トグサ,どういう事なんですか？やはりあれは政府主導による極秘の発掘計画だった。なのに何故・・・
バトー,親父、9課はいつから総理の使いっ走りに鞍替えしたんだよ？
荒巻,鞍替え等はしてはおらんよ。
バトー,だったら！
草薙,今は誰かに先手を取られているだけ。そうなんでしょう課長？
バトー,お前は！
ゴーダ,やあ、どうも。私の初めての降下作戦に君達が同行してくれるとは心強い限りだ。
バトー,てめえが何だってこんな所に顔を出しやがるんだ？しかも俺達と一緒だと！？
ゴーダ,全くだ。斯くも下らん戦中の遺物の後始末を、何で俺が？と本気で頭に来るよ。ああこの前はどうも。
トグサ,誰なんです？
草薙,内閣情報庁、戦略影響調査会議代表補佐、合田一人。
トグサ,あいつが・・・
オペレーター,隊長、予定通り迎えの部隊が新浜を出発したようです。
隊長,そうか、このまま何事も起こらなければいいがな。
オペレーター,そうですね。
隊員,ほら。
隊員,ははは、まるで動物園の猿ですよねえ。
上官,やめとけ。感情を逆撫でする様な事を言うな。
隊員,金網を越えたら射殺か国外退去、あいつ等だってそれ位分かってますよ。
荒巻,と言う事は、現地の自衛軍は自分達が何を守っているのかも知らされていなかったと言う事か？
ゴーダ,その通りだ。知らなくていい事は世の中に沢山ある。事後、情報操作を速やかにこなしていく為にも、真実を知る人間は最小である事が望ましい。
トグサ,だったらこの作戦全部を、あんたら内庁がやったらどうなんだ？大体
草薙,トグサ。
ゴーダ,君は初めて見る顔だな。最近何処かで・・・
トグサ,んん・・・！？
草薙,イシカワ
イシカワ,ああ、そろそろ到着する。
草薙,サイトー、パズ、ボーマ、トラックを現地調達したら2200迄に合流しろ。
サイトー＆パズ＆ボーマ,了解。
草薙,タチコマも連れて行け。
ゴーダ,今回は思考戦車の使用は中止して貰いたい。
バトー,てめえ！
ゴーダ,難民を刺激したくない。
草薙,ゴーダさん、作戦の全権が貴方にある事は理解したが、現地では我々の指示に従って貰う。でないと命の保証は無い。では彼とタンデムを。
ゴーダ,宜しく。
草薙,先に出るぞ。
バトー,さあて俺達も行くか。
ゴーダ,こういうのは苦手でね。
バトー,そいつは良かったなあ。
ゴーダ,うぅああ！
荒巻,よし、行け！
ゴーダ,うああ・・・！
ゴーダ,うう・・・！
バトー,愚図愚図するな、行くぞ。
ゴーダ,くっ・・・！
隊長,こいつがプルトニウムだと言う連絡を受けてからは、冷や汗が出っ放しだったよ。
草薙,ご苦労。後は我々でこれを難民居住区の外に運び出す。
隊長,そうはいかん。部下が被曝した可能性もあった訳だ。
ゴーダ,大丈夫だ。そんな心配はない。
隊長,背広組に何が分かる！？
ゴーダ,背広組に失望するのは結構だが、これは政府の方針だ。各セクションには決められた仕事がある。それが嫌なら制服を脱げばいい。
隊長,ぐっ・・・！
ゴーダ,だが、これでは君達も気持ちが収まらんだろう。そこで一つ頼みがあるんだが・・・有線で話そう。
バトー,おい！
ゴーダ,気にするな。尻拭いが背広組みの仕事だ。
隊員,隊長、車両が到着しました。
隊長,分かった。内からは副官と歩哨を2名出す。それが譲歩案だ。
草薙,よし、車両に補強を施し次第出発する。
草薙,よし、出るぞ！
トグサ,なんとなく不気味ですね。
草薙,個別の十一人が、プルトニウム強奪を計画していた可能性は否定出来ないが、難民と組んでいる訳ではない。警戒するに越した事は無いが、疑心暗鬼になるな。
トグサ,そうですね。
草薙,それより、海上移送の情報が何処から漏れたのかが気になる。
トグサ,確かに。
ゴーダ,このバスにプルトニウムが積まれていると知ったら、あいつ等もさぞ驚くだろうな。
バトー,下らねえ無駄口利いてるんじゃねえよ。
ゴーダ,ふふふ、私は君達と違って喋りが身上なもんでね。
隊員B,無邪気なもんだな。
ゴーダ,おい、知ってるか？長崎の難民居住区じゃ、あの位の少女が警官に発砲した事件が起きたばかりだ。
隊員B,うっ・・・
バトー,味方を不安にさせてどうする？
ゴーダ,ふっ、君の所はかなり鍛えられている様だ。あの女隊長はかなり怖そうだしな。
バトー,そうでもねえよ。
ゴーダ,ほう、時に君は何故彼女の隊に？もしかして彼女に惚れている・・・なんて事は無いよなあ？ふんっ。
バトー（ふざけた野郎だ。）,NA
草薙,イシカワ、ルート検索は？
イシカワ,衛星からの情報を送る。
草薙,高架になってるな。危険じゃないのか？
イシカワ,旧高速迄行けば、もう難民地区は抜けている。あとは横須賀基地からの迎えに荷物を預ければ完了だ。寧ろ危険なのは、環状道路の方だな。殆どのビルが倒壊したまま廃棄されていて、道の両側を塞いでいる。もしテロリストが待ち伏せていたら、一溜まりも無い。
草薙,大した作戦だ。
草薙（ゴーダの奴、何を考えてる？）,NA
草薙,イシカワ、ルートを一通り洗ったら奴の裏を探ってみろ。
イシカワ,ああ、そのつもりだ。
トグサ,大戦から30年、未だに関東をこのままほったらかしにしてるのも、元はと言えば、難民問題を有耶無耶にし続けて来た付けでしょう？そろそろ、臨界点なのかもしれませんね。
草薙,んっ・・・！？
隊員A,ん？おい。
草薙,分かってる。
草薙,バトー
バトー,こっちからも見えてる。嫌な感じだ。
草薙,イシカワ、見えるか？
イシカワ,ああ、横転事故か？
草薙,分からん。調べてみる。
ゴーダ,安全を考えれば迂回だな。我々の積荷が何かを考えれば、戦闘状態に陥る様な事は極力避けなければならない筈だ。
草薙,分かっている。その為の現地迷彩だ。まず斥候を出す。だがあの中にテロリストが潜んでいたら、腹を括るしかあるまい。
ゴーダ,いいだろう。で、人選は？
草薙,私とサイトーで行く。こっちはバトーが指揮を執る。
ゴーダ,よし、私も行こう。これでも難民には受けがいいんだ。それと陸自の一人も。君の部下は殺気がありすぎる。
草薙,どうした？
難民A,見ての通りだ。あんたら西地区か。
草薙,まあな。我々は先を急ぎたい。
難民A,俺達だって急ぎたい。
草薙,悪いが手を貸している暇は無い。先に行かせて貰うわ。
難民A,好きにしな。
草薙,トラックの脇はバスが通れる十分な幅がある。ゆっくり近づいて、様子がおかしくなったら、我々を置いて突破しろ。
バトー,了解。
草薙,異常は無い。そのまま進め。
隊員B,くぅ・・・んん・・・！？
難民B,なんだあ？
隊員B,あぁ・・・！
草薙,バトー
バトー,ああ。
難民C,援軍か？
隊員,ああ・・・！？
ゴーダ,おい、あいつ銃を持っているぞ。
隊員,んん・・・！？
草薙,トグサ、行け！
パズ,乗れ！
草薙,どうだ？
ボーマ,異常なし。
パズ,異常なし。
サイトー,異常なし。
バトー,おかしいな・・・
草薙,只の難民だったのか・・・？
サイトー,無駄な殺生をしたな。
隊員B,ううっ・・・！
荒巻,ご苦労だった。武装テロの情報はブラフだった様だな。
草薙,幸い徒労に終わったわ。
ゴーダ,荒巻さん、今回も9課は実にいい仕事をしてくれた。感謝しますよ。
バトー,嫌味のつもりか？
ゴーダ,本心さ・・・
荒巻,ん？
バトー,おい！
トグサ,やめろ！
バトー,貴様あの時・・・！
ゴーダ,今頃はキャンプを引き払った陸自の第2架設小隊が、プルトニウムを海上に送り出しただろう。
荒巻,我々を囮に使ったな？
バトー,俺達を何だと思ってやがるんだ！？
ゴーダ,お前達こそ自分を何だと思っているんだ！？少数精鋭の選りすぐり部隊か！？そんな物流出した重火器で武装した難民共が、大挙して押し寄せていたら手も足も出なかっただろう。私の演出で囮役を演じられただけでも有り難いと思いたまえ。失礼する。
荒巻,急遽集まって貰ったのは他でもない。この所立て続けに起こる事件への対応をどうして行くか、その方針を伝える為だ。
バトー,その前にあの野郎をぶん殴りてえとこなんだがな。
トグサ,俺も同意見ですね。内庁の行為は明らかに内に対する外圧です。それを二度も受けて黙ってる気はありませんよ。
荒巻,安心しろ。それは儂とて同じだ。
バトー,にしちゃあ、頻繁に総理の所に行ってるみてえだが？俺達の首に綱をつけたがってるのは、首相本人なんじゃねえのか？
荒巻,それはなかろう。彼女は前政権の疑獄から世間の目を逸らす為に担ぎ出されたお飾りではあるが、味方になる事はあっても敵になる人間ではない・・・恐らく、少佐の方でも独自に調べを進めているとは思うが、内閣情報庁内において陸自ヘリ暴走事件と先日のプルトニウム輸送の件で、意図的な情報操作が為されている節がある。今の所内庁がこれらの件に関して何を企んでいるのかは定かではないが、度重なる内への外圧は、その何かを隠しておきたい政府内の動きと考える。
草薙,個別の十一人事件に関しては？
荒巻,うむ、首相暗殺未遂と言う重大なテロ行為に対し最も近い立場にいた我々を捜査から遠ざけている訳だからな。
バトー,総理が張り子の虎だとして、政府が相手なら飼い主に噛み付く事に変わりはねえ訳だ。それでも行くんだな？
荒巻,気に入らんか？
バトー,そいつを待ってたんだよ。
荒巻,よかろう。では、作戦を説明しよう。
荒巻,ここに挙げた資料は、全て個別の十一人を名乗る別々の犯行グループによって引き起こされた物だ。JNNテレビ義援金不正流出事件、難民支援組合爆破事件、無償義体を難民に提供していたNPO団体脅迫事件、闇義体医師溺死事件、ネットバンク頭取轢殺事件、民政党代議士刺殺事件、人気電脳ラッパー伝説射殺事件、南陽新聞社脅迫事件、そして茅葺総理暗殺未遂事件、これら九つの事件の内で、容疑者が目撃されている事件は首相暗殺未遂事件のみとされていた訳だが、それ以外にもう一つ容疑者らしき人物が目撃されている事件が見つかった。
草薙,初耳ね。警察庁は情報の開示を拒んでいた筈だけど。
荒巻,うむ。笑い男事件の時とは違い、彼等も相当な覚悟で取り組んでいる。それが要らぬ壁になっているのも事実だがな。
荒巻,これは、警察からではなく事件の当事者から独自に入手した映像だ。
バトー,南陽の記者って事か？
荒巻,そうだ。今迄に南陽新聞は難民政策に対する批判的な姿勢から、個別の十一人により3度社屋に銃弾を打ち込まれている。そしてその全ての事件発生時に、防犯カメラに映し出されていたのがこの男と言う訳だ。名前はカワシマ・ショー。一月程前から台湾素食の調理人として南陽新聞社近くの料理店に勤め始めている。元自衛官だった経歴も見つかった。
トグサ,その情報は何処から？
荒巻,奴の顔の骨格データを送って軍情報部の協力を得た。
バトー,結局の所俺達の親戚筋は警察より軍って事か。で、俺達にそいつをどうしろと？
荒巻,まずはその男を捕らえ、その思想と背後関係に隠された意味を調べる。今の所内庁と個別の十一人との繋がりは確認出来んが、何を媒介にしてスタンド・アローンのテロリスト集団が現れたのかを紐解いて行けば、その思惑も透けて見えよう。
草薙,そうかもね。バトーとトグサ、サイトー、パズはカワシマ・ショーの身柄を確保。イシカワ、ボーマは引き続きゴーダの裏を探ると同時に、首相暗殺未遂の実行犯の検索捜査を行う。
一同,了解。
トグサ,これで漸く内らしくなってきたけど、よく分からないのはこいつ等だよな。
バトー,個別の十一人か。他の7つの事件にしても難民解放って謳い文句は一緒だが、どれも統一性が見えねえ。犯行声明文に描かれたマーク以外に共通項も無いしな。
トグサ,もしこれが笑い男事件と同じ性質の物だとすると、模倣者達のオリジナルは中国大使館に立て篭もった連中って事になるのかな？
バトー,個別の十一人を最初に名乗ったのはあいつ等だからな。
トグサ,でも、あいつ等以外は逆に名乗っていないんだよなあ。俺達にしたって、あのマークについて調べてる内にある思想家の評論に行き着いて、読み方を知ったってだけでさ。
バトー,スタンド・アローンタイプの事件では、動機付けとなる媒介者が必ずしもオリジナルではないって事だろう。
トグサ,確かにそうなんだけど、俺は寧ろ、このマークを使っている連中のほうにオリジナリティを感じるんだよなあ・・・ん！？まずっ・・・なんだよこれ、サイボーグ用じゃないか。
バトー,ああ。死にゃしねえよ。材料は90%のグルテンとアミノ酸ベースの僅かなマイクロマシンだ。
バトー,おう、どうだった？
サイトー,駄目だ。アパートには4日以上帰ってない。俺は新聞社の方を張ってみる。
バトー,おう。
バトー,出遅れたな。折角の情報も鮮度が落ちちゃ役に立たねえ。どうする？少佐、このまま張り込みを続けるか？
草薙,身柄の確保が最優先である以上、確率を重視する他あるまい。南陽への脅迫も継続されている訳だし、店には昨日迄顔を出していた訳だからな。
バトー,あんまり能動的じゃねえなあ。
草薙,数をカバーする為の援軍は送った。
トグサ,タチコマ3機じゃ、張り込みの効率は上がりませんよ。
タチコマ,やだなあトグサ君。僕達個体差を維持したまま並列化出来る様になってエージェント機能が追加されたんだよ。エッヘン。
タチコマ,言わば幽体離脱出来る様になったって感じー。
タチコマ,これで身体を現場に留めたまま絶えず情報の摂取に行けちゃうんだよねえ。
タチコマ,僕達はこれを情報の宴と呼んでいるんだ。
草薙,お喋りはいい。バトー、IRシステムからの検索能力を上げて、積極的にカワシマの身柄を確保しろ。
バトー,了解。
トグサ,少佐の奴、いつの間にこんな仕掛けを？
バトー,確かに、ここんとこ内は人手不足だったからなあ。
タチコマ,全然見つかりませんねえ。PKF仕様の義体なんかを換装しようとすれば必ず足が付くと思うんですけど・・・もう国内にいないのでわ？
ボーマ,内庁の情報調査を疑いたくもなるな。
イシカワ,少佐、ローカルネットから面白いものを見つけたぞ。ゴーダの学生時代の卒論だ。
草薙,電脳は社会性を営む上で個性と協調性のどちらを尊重するか、プロデューサーとしての立ち位置からの英雄論。
イシカワ,意外に興味深い内容だ。タイトルにもある様に、今の社会構造には電脳が個の消失と共に無意識下での協調性を望む傾向にある事を示唆しているのだが。そいつを応用して大衆の無意識を意識的にコントロールするリーダーをシステムの一部として創造すると言う内容だ。
草薙,笑い男事件を構造解析した様な内容ね。
イシカワ,ああ。だが日付を見る限りでは、こいつが書かれたのは笑い男事件より随分前って事になるな。その後奴は情報科学、情報倫理、応用情報論等を学び、一度民間企業に就職している。
草薙,民間？
イシカワ,今や義体技術やマイクロマシン製造でその名を知らないものはいない超多国籍企業ポセイドン・インダストリアル、当時の大日本技研だ。
荒巻,超速道路を使って、博多に向かえ。
9課オペレーター,了解しました。
荒巻,儂だ。
久保田,荒巻、すまんが余り時間が取れなくなった。こっちには何時に着く？
荒巻,約束通りだが？
久保田,そうか、なら例の店でどうだ？余り公の場で会うのもなんだしなあ。
荒巻,構わんよ。
久保田,そうか、じゃあ先に行ってるぞ。
トグサ,ちぇっ、美味そうだよなあ。この所碌に家にも帰ってないもんなあ。
バトー,お前、それが何か知ってるか？
トグサ,鰻だろ？それ位俺だって分かるさ。
バトー,違うな。そいつはグルテンと椎茸を素材にして作った偽鰻料理だ。
トグサ,え？
バトー,台湾素食、いわゆるスーシー※1ってのは古来一部の僧侶達が独自に編み出した特殊な料理なんだ。
バトー,まあな。だが日本の精進料理と違う所は、素材をそのまま調理せず、豆やキノコの類を細工して肉や魚を再現している所にある。お前さんが食い残したそのサンドイッチと同じ様なもんだ。
トグサ,お・・・ホントかよ・・・？でもさ、何故台湾の坊さんはそんな面倒な料理法を思いついたんだ？初めから肉の味を知らなきゃそんな必要無い訳だろ？
バトー,そりゃそうさ。だがな、誰だって仏門に入る前は何でも食えるんだ。幾ら修行の身でもその頃の記憶を消す事は出来ねえよ。
トグサ,成る程ね。でも、自棄に詳しいんだな。もしかして、旦那も本物の味が懐かしくなるとか？
バトー,たとえサイボーグでも脳が求める食欲はある。だからこそ娯楽としてのサイボーグ食も作られるって事だ。
トグサ,過去の記憶を思い出す為の再生装置としての味って事か。カワシマの奴は何処でそんな料理を？
タチコマ,ハイハーイ。
トグサ,なんだよ・・・
司会者,今夜のテーマは難民問題とテロリズムですが、この所の流れをもう一度整理しておきたいんだけれど、政策目標を失った政府の怠慢が個別主義者の台頭を促し、義心に答えを見出す過激因子が登場してきた、と言う事でしょうか？
±橋,それは違う。今の政権が弱いから出てきた訳じゃないです。現政権が発足する前から国防族議員は新日米安保の締結を考えていた。今ならアメリカからイニシアチブ※2を奪えるってね。個別主義ってのはその流れに並行して既にあった訳。寧ろインディビジュアリスト達を過激にさせたのは、税金を無駄に食い潰す300万の難民だ。いい加減奴等を何とかしなきゃならない時期に、この国は来てるって事ですよ。
ゴーダ,面白い。
パネリスト,だったら最初から受け入れなんてしなければ良かったんだ。
パネリスト,それを言っちゃお終いだがね。しかし、難民措置法がその後どれだけ国民に増税を強いてきたか。しかもその税金が難民措置に託けて
ゴーダ,誰かいるか？今チャンネルW3でやっている討論番組の録画ディスクを持ってきてくれ。
内庁職員,分かりました。
ゴーダ,当然続きも録画しておけよ。
±橋,もし難民を急速に刺激したら、それこそ彼等も治まりが着かなくなる。俗にいう自爆テロなんかは、自らの未来に一筋の希望も持てなくなった時に起こす最終手段なんです。だから彼等には自発的に自立を促していく必要があるんです。解放と言う名の自由を与えてね。
パネリスト,何を言ってるんだ君は。難民に自由を与えた所で、彼等が自分達の問題を自分で解決出来る訳がないじゃあないか。
バトー,タチコマ、あの車のナンバー照合かけとけ。
タチコマ,了解。
±橋,いくつかのテロについて全容をお話した上で、具体的な問題提起に入りましょうか。
トグサ,お・・・こいつ、あの時の・・・
パネリスト,まあ・・・何ですか、そのー、警察庁がひた隠しにするテロ事件ていうのは？
±橋,恐らく事件自体は皆さんも知っているとは思うんですが、中国大使館立て篭もり事件以後に8件程テロ事件が起きているのをご存知ですよね。
パネリスト,電脳ミュージシャンや、難民に対して宥和政策を掲げていた議員が刺殺された事件の事か？
±橋,そうです。それらの事件で警察庁は、マスコミに対して全く発表していない事実があるんです。
パネリスト,勿体付けないで、早く教えてよ。
±橋,このマークを見た事はありますか？
タチコマ,一応チェーン店に一般登録された車輌ですね。
バトー,そうか。
±橋,犯行声明文として送りつけられた手紙に、全て共通して書かれていたマークなんです。
パネリスト,そんな話は聞いた事がない。
パネリスト,私も聞いた事がない。
トグサ,こいつ、どうしてそれを・・・？
バトー,どうだ？張り込みはタチコマに任せっきりか？
トグサ,あ、いや・・・
バトー,ほらよ。
トグサ,そんなの食ってる場合かよ。
バトー,なんだよ、本物だぜ？
トグサ,そうじゃなくて、こいつ。以前会った事のあるルポライター集団の一人だと思うんだけど。個別の十一人の事件についての極秘情報を知ってやがるんだ。
バトー,はあ？
パネリスト,それじゃあ説得力がない。
±橋,では、このマークの読み方を知ったら、貴方達も少しは驚くかもしれませんよ。このマークは個別の十一人と読みます。この呼び名は半世紀前に書かれたある評論集のタイトルから取られたものですが、この名を使って事件を起こしている者達は、難民を解放すると言う動機の下に、横の繋がりを持たずに現れた個別の集団なんです。
バトー,なに言ってんだこいつ・・・
±橋,難民街の上空を自衛軍のヘリが飛びまわったのを機に姿を見せ始めたインディビジュアリスト、彼等は難民を本気で解放しようとする動機を持った****達だったんですよ。
司会,お話の途中ですいませんが、ここで一旦CM
ゴーダ,こういう感染例もあるんだな。
黄村,はい。余り警察の品格を下げる訳にもいかないので、いい火付け役かと。
ゴーダ,そうだな。ところで、南陽の事件と首相暗殺事件の感染者の件は？
黄村,はい。南陽の感染者に関しては既に公安1課を操作してありますので、直にパージ出来ると思います。首相暗殺を試みた感染者に関しては、PKFで半島に行った者ではないかと。名はクゼ・ヒデオ。感染因子から逆算して辿り着いた解答なので、恐らく当たりです。
ゴーダ,クゼ君か・・・
久保田,例のゴーダと言う男だが、防衛局時代の同僚に聞いても殆ど覚えてる者はいなかったよ。例え覚えていたとしても、存在が薄かったと言う事しか覚えてないそうだ。はっはっはっは。
久保田,だが、採用時の精神分析テストの記録が見つかった。内向的だが自意識と自己顕示欲が強く、反面、他者を利用して自己を表現しようとする傾向がある。
荒巻,今の彼とは多少イメージが違うな。
久保田,どうした？食わんのか？昔と味は変わっていないぞ。
荒巻,昔と変わらんか。
久保田,それとな、こないだ聞かれたカワシマと言う自衛官の事だが、公安1課からも問い合わせがあってな。何でも、ウォン・チューレンなる殺し屋がカワシマの顔を盗んで中華街に潜んでいるので顔のデータをくれといってきた。
荒巻,何故それを先に言わん！
久保田,ん？俺はてっきりそっちとは連絡済みかと・・・
荒巻,少佐！
草薙,南陽の件とは別に、1課が動いているのはおかしいわね。
荒巻,急いでバトー達に伝えろ。
草薙,もう伝えてるわ。
バトー,ウォン・チューレンていやあ台湾出身の国際的テロリストだ。上からも暗殺命令が出てるが、顔を変えたなんて情報は来てねえぞ。
草薙,内が嵌められているか。1課が嵌められているか。
バトー,どっちにしろこのタイミングは妙だ・・・タチコマ、念の為さっきの車の連中を抑えろ。
タチコマ,バトーさん、対象が店の裏に姿を現しました。
バトー,なっ・・・！？ちっ・・・
カワシマ,この国は難民が住むには贅沢すぎるが・・・難民を受け入れられる程裕福じゃない。
1課,ウォン・チューレンだな？
カワシマ,え？
バトー,抑えとけ！
タチコマ,ラジャー！
タチコマ,銃を置け！
バトー,カワシマ！
1課課員,何なんだお前等！？
バトー,座ってろ！
タチコマ,すみませーん。通路が狭くて盾になれませんでした。
トグサ,お前等1課だな。
1課,お前達は？
バトー,同業者だよ。こいつの顔を良く見ろ。こいつは顔迄は義体化しちゃいねえ。つまり、こいつはウォン・チューレンじゃねえって事だ。
1課,どういう事だ。1課では確かな情報を掴んでいたんだ・・・ん？あんたら素子の・・・
バトー,お前等も噛まされたって事さ。俺達と同じ様にな。
バトー,遅かったか！
トグサ,救急車を呼んでくれ。怪我人の救助が先だ。
警官,急いで救急車を回してくれ！場所は新浜三、ショッピングモール、5台は必要だ。
ボーマ,同じだな、間違いない。
バトー,自爆か？
ボーマ,ああ。螺子釘を仕込んだプラスチック爆弾を使っている。
トグサ,くそっ、予告を出しての無差別テロってどういう事だよ？
イシカワ,どうやらこいつは、恐怖のサイズ自体が目的の様だな。
トグサ,恐怖のサイズ？
イシカワ,ああ、個別の十一人同様、先に犯行予告を出しておいて、結局は無差別に自爆テロを繰り返す。明らかにその行為自体に意味を見出している厄介なタイプだ。
トグサ,じゃあ、少なくとも今回の自爆テロは、あと1件は起きると？
イシカワ,犯行予告を信じるならな。
トグサ,全く、どうなってるんだこの国は？何かが狂い始めてるんじゃないのか？
イシカワ,そうだな。これじゃ体が幾らあっても足りねえ。
バトー,課長。これじゃどうにも追いつけねえ。犯行予告の中に、時間や場所のヒントは見つからねえのかよ？
荒巻,今の所、本日中に5件の自爆テロを新浜市内で起こすと言うメールが県警に送り付けられただけだ。先週福岡で起きたタイプと同様なら、間違いなく最後の1件も、ここ新浜で起きるだろう。お前達は現場を県警に引き継ぎ、次の犯行をなんとしても食い止めろ。
バトー,新浜中の義体化した人間を拘束しろとでも？
荒巻,無差別テロとは言え、何か方向性がある筈だ。
バトー,了解。ところで、こんな時に少佐の奴は何処へ？
荒巻,極秘の潜入捜査だそうだ。
バトー,極秘ですか。
バトー,ここは所轄とご老体に任せて移動するぞ。
バトー,ボーマ、何か見つかったら連絡しろ。
トグサ,大体何なんだ？人間爆弾て。統治下の無政府国家じゃあるまいし。
バトー,そんな事言ってられる程、平和じゃなくなってきたって事さ、この国もな。
トグサ,確かに。難民問題はいつ火が付いてもおかしくない火薬庫だし。インディビジュアリスト※2達がここ迄過激になってくるってのも、先行きが不安な国政に責任があるのかもな。
バトー,そうか、難民って可能性を・・・忘れてたぜ。
バトー,課長！先週福岡で起こった奴と、この数時間で起きた自爆テロ、両方の被疑者がどんな奴だったか調べてくれ。
荒巻,む？死体は殆ど原形を留めていない。分かっているのは義体化率が比較的高いと言う事位だが？
バトー,いや、そうじゃねえ。生きている時の姿をIRシステムや監視カメラが捉えている筈だろ？そいつを全部をそろえて欲しいんだ。
荒巻,分かった、やってみよう。
トグサ,どういう事なんだ？
バトー,こういった事件はな、他人に強要されたり、上からの命令なんかで、そうそう大規模に起こるシロモンじゃねえ。自爆テロって奴は、自分が生きてく上で、一切の希望が持てなくなった時にやらかすもんなんだよ。
草薙,課長、大丈夫？大分後手に回っているみたいだけど。
荒巻,次は必ず抑える。そっちこそ首尾はどうだ？
草薙,エージェント化させたタチコマは良好ね。距離的なロスを殆ど考える必要がない。勝ちはないけど、負けもなさそうよ。
タチコマ,そうでしょそうでしょ。
荒巻,余り派手にやるなよ。
草薙,どうかしら？一応自粛はするけど。
草薙,タチコマ。全感覚マスクは効いてる？
タチコマ,最短ルート検索済みでーす。
タチコマ,マスクアレイ起動完了。
タチコマ,保安室、緊急ロック解除してます。
保安課オペレーター,敵の攻性防壁512種。レベル1に展開中。403が破壊移動型。82が合体部品。27は爆弾と囮。デカトンケイルからの支援防壁、機能値最大97%迄到達。
保安課オペレーター,防衛ラインを70%回復、22%交戦中、8%
保安課主任,持ち直したか？
草薙,何でもかんでもAI任せだと、鼠や猫にも出し抜かれるわよ。
9課オペレーター,電警よりレポートが入りました。事件発生のポイントより回収された映像から、自爆したと思われる人物を特定。以下がその映像です。
荒巻,成る程。
荒巻,ボーマ、爆弾の方はどうだ？
ボーマ,残留物から見て、4件ともコンポジション※3C-4ですね。
荒巻,入手経路か製造方法はプロファイル出来るか？
ボーマ,SPring-8にでも持ち込めれば詳しく分かるんですがねえ。
荒巻,そうか・・・
イシカワ,課長、爆破された店舗から面白いデータが取れました。最初の2件は個別主義者達が集うサロン※4として使用していたビルで、次の2件も難民措置法を隠れ蓑に実利を上げていた団体の持ち物です。このレストランにしても背景は同様、こりゃバトーの読み、当たりですかね。
荒巻,その情報を、県警公安部は掴んでいたか？
イシカワ,公安網にも該当データは無し。
荒巻,そうか。
荒巻,至急県警に連絡。個別主義者の集う集会所、並びに、難民措置法で資金調達を行っている暴力団関係の事務所・店舗等に警官を巡回させろ。難民キャンプ出身者と思われる20歳前後の人物を見つけたら、男女を問わず職質。義体化率の高い者程注意してかかれとな。
9課オペレーター,了解しました。
バトー,やっぱり難民か。
サイトー,意外だな。寧ろ国民の方にこそ彼等に対する不満があった筈だが。
トグサ,だからこそ個別の十一人なんていうインディビジュアリスト達が台頭してきたんだろ？それに対する逆切れかよ。
バトー,まあ言ってみればそういう事なんだろうが、既に難民て火薬庫には火が付いちまったと考えるべきだろ。
トグサ,自分が死んで迄何かを訴えるって言うのは、尋常じゃないよな？
バトー,最初の自爆からさっきの4件目迄、それぞれの間隔は何分置きになっている？
サイトー,犯行予告が出されたのが正午きっかり。そこから1件目が起きたのが13分後。2件目は、そこから38分後だ。3件目は少し間隔が空いて、約2時間後の15時23分。4件目は更に空いて、19時11分。
バトー,次はもっと空く筈だ。連続自爆テロの場合、覚悟を決めている奴から順に決行する。次の自爆迄、まだ幾らか時間があると信じよう。
トグサ,旦那、こういったやばい事件流石に詳しいんだな。
バトー,ふん。
トグサ,ついでに、一つ聞いていいか？
バトー,なんだ？
トグサ,恐怖の大きさが目的なら、爆破予告すら出さずに決行した方がより効果的だと思うんだけど、奴等は何で最初に予告を出して来るんだと思う？
バトー,さあな。誰かに知っといて貰いたいんじゃねえか。自分のとった最後の行動を。
草薙（予想通りか。ゴーダの経歴からポセイドンとのパイプが太い事は確認していたが、ここ迄マニュアル化されているとはな。罠か、或いは・・・),NA
草薙,ルートアレイ3軸展開。攻性防壁全種スタンバイ。
タチコマ,展開、完了しました。
草薙,機能全開でバックアップ。合体ウイルスに気をつけるのよ。
タチコマ,はーい。
草薙,よし、一番分厚い防壁に全感覚投入。
草薙,敵が来る前に、クロマファイルをシステムに注入。アレイ8基で高度戦闘体制セットアップ。
タチコマ,ウイルスアレイ搭載の全追尾地雷アクティブ。
タチコマ,サットマン1二人の脳を制圧しました。
草薙,よし、周辺の安全最終確認。
タチコマ,保安部員45名に注入した行動制御ウイルス解凍確認。
タチコマ,攻性防壁全種作動、機能衝突ありません。
草薙,よし、保安部員のフリーズが発見される迄がリミットだな。お前達は45の電脳を監視、状況が発覚したら直ちに知らせろ。
タチコマ,
緑山,どうかしましたか？
ゴーダ,いや、何でもない。
クロマ,これが噂に聞くデカトンケイル。大量のデータを基に仮想人格を構築し、シミュレーションしているのか。
クロマ,お前は誰だ？
ゴーダ,私は合田一人。かつては大日本技研で放射能粉塵除去、分子工学ロボットプロジェクトにも従事していた。
クロマ（放射能粉塵除去・・・日本の奇跡の事だな。),NA
クロマ,技術者としてか？
